howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
2,cpu,gzip-1,600000,3282000.0,3286000.0,3286000.0,3393000.0,3283356.783919598,3038000.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0048808498420905
2,cpu,gzip-1,700000,3427000.0,3427000.0,3431000.0,3538000.0,3426940.9409409408,2893000.0,6.0,6.005,6.02,6.06,6.015,6.0,0.8634797588285961
2,cpu,gzip-1,800000,3530000.0,3534000.0,3538000.0,3633000.0,3529059.118236473,2916000.0,5.2525,5.26,5.2675,9.92,6.182999999999999,5.25,0.8875968992248061
2,cpu,gzip-1,900000,3641000.0,3641000.0,3645000.0,3656000.0,3638953.907815632,3320000.0,4.67,4.675,4.68,4.72,4.68,4.66,0.6718346253229974
2,cpu,gzip-1,1000000,3748000.0,3751000.0,3755000.0,3771000.0,3746698.6986986985,2969000.0,4.2125,4.22,4.22,6.12,4.578,4.21,0.6571920757967271
2,cpu,gzip-1,1100000,3862000.0,3866000.0,3870000.0,3935000.0,3857385.0,2996000.0,3.82,3.83,3.83,3.84,3.827,3.82,0.5493827160493827
2,cpu,gzip-1,1200000,3980000.0,3984000.0,3988000.0,4122000.0,3974687.371743487,3022000.0,3.52,3.525,3.5375,6.0,3.863,3.51,0.5545506747057135
2,cpu,gzip-1,1300000,4094999.0,4099000.0,4099000.0,4171000.0,4087745.970941884,3049000.0,3.24,3.24,3.2575,5.18,3.604,3.24,0.5173700832615562
2,cpu,gzip-1,1400000,4210000.0,4213000.0,4217000.0,4332000.0,4195137.997,3076000.0,3.01,3.01,3.02,4.46,3.265,3.0,0.4687051392477749
2,cpu,gzip-1,1500000,4332000.0,4335000.0,4339000.0,4362000.0,4323334.334334334,3103000.0,2.81,2.815,2.82,12.78,4.672000000000001,2.81,0.6706861900660351
