howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
2,cpu,hash,600000,3293000.0,3293000.0,3297000.0,3358000.0,3293333.333333333,2851000.0,4.85,4.85,4.8575,4.87,4.8533333333333335,4.84,1.0027548209366393
2,cpu,hash,700000,3435000.0,3438000.0,3442000.0,3542000.0,3435408.4084084085,2893000.0,4.17,4.17,4.17,4.18,4.171,4.17,0.8617768595041323
2,cpu,hash,800000,3542000.0,3545000.0,3549000.0,3622000.0,3542686.372745491,2919000.0,3.65,3.65,3.65,3.65,3.648,3.64,0.7537190082644628
2,cpu,hash,900000,3652000.0,3656000.0,3656000.0,3706000.0,3651324.324324324,2938000.0,3.25,3.255,3.26,3.27,3.256,3.24,0.6727272727272727
2,cpu,hash,1000000,3763000.0,3767000.0,3771000.0,3828000.0,3761178.178178178,3232000.0,2.93,2.94,2.94,2.94,2.9360000000000004,2.93,0.606611570247934
2,cpu,hash,1100000,3881000.0,3881000.0,3885000.0,3904000.0,3875252.0,2992000.0,2.66,2.66,2.66,2.67,2.662,2.66,0.55
2,cpu,hash,1200000,3996000.0,4000000.0,4000000.0,4057000.0,3990707.365731463,3022000.0,2.4425,2.45,2.45,2.45,2.4470000000000005,2.44,0.5055785123966944
2,cpu,hash,1300000,4110000.0,4114000.0,4118000.0,4255000.0,4104526.4994994993,3045000.0,2.26,2.27,2.27,2.27,2.266,2.26,0.4681818181818182
2,cpu,hash,1400000,4232000.0,4236000.0,4240000.0,4324000.0,4225312.0,3072000.0,2.11,2.11,2.11,2.11,2.1089999999999995,2.1,0.4357438016528925
2,cpu,hash,1500000,4351000.0,4355000.0,4362000.0,4435000.0,4346096.096096097,3099000.0,1.96,1.96,1.9675,1.97,1.963,1.96,0.4055785123966942
