,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
mean,4.8580000000000005,100000.0,900000.0,900000.0,900000.0,900000.0,42518.47194388777,0.0,0.0,0.0,3247530.0601202403,646678.3567134269,5017755.511022044,42518.95991983968
std,0.008366600265341001,0.0,0.0,0.0,0.0,0.0,570.5736776959372,0.0,0.0,0.0,21011.736659036036,4351.84652873225,3108.267793386691,570.2249555188574
min,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,40894.0,0.0,0.0,0.0,2946000.0,586000.0,5010000.0,40894.0
25%,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3244000.0,646000.0,5019000.0,42355.0
50%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3248000.0,646000.0,5019000.0,42355.0
75%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,42842.0,0.0,0.0,0.0,3248000.0,647000.0,5019000.0,42842.0
max,4.87,100000.0,900000.0,900000.0,900000.0,900000.0,44303.0,0.0,0.0,0.0,3374000.0,672000.0,5019000.0,44303.0
