frequency,power,task,island,voltage,time,howmany,time_rel
200000,202221.65131578947,cacherate-80,big,913717.105263158,8.306666666666667,3,1.3598908594815826
300000,283238.3399122807,cacherate-80,big,912478.0701754388,6.011666666666667,3,0.984174624829468
400000,358155.0131578947,cacherate-80,big,912420.504385965,5.016111111111111,3,0.8211914506593906
500000,424502.94736842107,cacherate-80,big,911285.6359649122,4.48,3,0.733424283765348
600000,487600.78289473685,cacherate-80,big,911126.644736842,4.187777777777778,3,0.6855843565256935
700000,547036.427631579,cacherate-80,big,911159.5394736842,3.994444444444444,3,0.6539336061846293
800000,611521.3333333334,cacherate-80,big,913780.153508772,3.85,3,0.6302864938608459
900000,713053.5877192982,cacherate-80,big,939295.504385965,3.743333333333333,3,0.6128240109140518
1000000,821142.475877193,cacherate-80,big,964566.8859649122,3.679444444444445,3,0.6023647112323784
1100000,941668.9561403508,cacherate-80,big,989947.9166666666,3.638888888888889,3,0.595725329695316
1200000,1068840.4342105263,cacherate-80,big,1016112.9385964912,3.5950000000000006,3,0.5885402455661666
1300000,1210676.5372807018,cacherate-80,big,1041348.6842105264,3.580555555555556,3,0.5861755343337882
1400000,1353828.0153508773,cacherate-80,big,1067510.964912281,3.575555555555556,3,0.5853569804456572
1500000,1516897.4605263155,cacherate-80,big,1092919.4078947369,3.555555555555556,3,0.5820827648931333
1600000,1744102.6864035088,cacherate-80,big,1131266.4473684211,3.5505555555555555,3,0.5812642110050023
1700000,1986138.5219298245,cacherate-80,big,1169975.3289473683,3.46,3,0.5664392905866302
1800000,2261188.9210526315,cacherate-80,big,1208580.0438596492,3.4753333333333334,3,0.5689495225102319
1900000,2649567.1096491227,cacherate-80,big,1259901.3157894737,3.468000000000001,3,0.56774897680764
2000000,3206958.5877192984,cacherate-80,big,1324131.0307017544,3.463333333333333,3,0.5669849931787175
