frequency,power,task,island,voltage,time,howmany,time_rel
200000,228675.6403508772,cacherate-20,big,913259.3201754388,14.709444444444443,3,0.820381731424676
300000,336472.66228070174,cacherate-20,big,912275.2192982456,9.74,3,0.5432236475181259
400000,436565.6644736842,cacherate-20,big,911970.9429824562,7.362777777777778,3,0.410640143768978
500000,519430.61622807017,cacherate-20,big,910964.9122807018,6.370555555555556,3,0.3553014810683522
600000,598071.4802631579,cacherate-20,big,910762.0614035088,5.908333333333334,3,0.3295222160252835
700000,655169.4320175438,cacherate-20,big,906140.350877193,5.610555555555555,3,0.3129144202763834
800000,732572.0372807018,cacherate-20,big,914265.350877193,5.391111111111112,3,0.3006754663196381
900000,843872.9166666666,cacherate-20,big,940019.1885964912,5.24,3,0.2922476296709425
1000000,960687.3355263158,cacherate-20,big,965019.1885964912,5.107777777777779,3,0.2848732726033339
1100000,1089290.0679824562,cacherate-20,big,990822.3684210526,5.034444444444444,3,0.2807832930532316
1200000,1229883.7280701755,cacherate-20,big,1016779.0570175438,4.96,3,0.2766313441160066
1300000,1376567.410087719,cacherate-20,big,1042442.4342105264,4.910555555555555,3,0.2738737063890437
1400000,1528113.11622807,cacherate-20,big,1068045.504385965,4.935555555555556,3,0.2752680175993059
1500000,1695866.7127192982,cacherate-20,big,1093750.0,4.890555555555555,3,0.272758257420834
1600000,1929130.9342105263,cacherate-20,big,1132171.0526315789,4.887222222222223,3,0.2725723492594658
1700000,2192819.8201754387,cacherate-20,big,1170997.8070175438,4.766000000000001,3,0.2658114891243726
1800000,2482353.600877193,cacherate-20,big,1209459.9780701755,4.786666666666666,3,0.2669641197248558
1900000,2887280.747807017,cacherate-20,big,1260748.355263158,4.770666666666667,3,0.2660717605502881
2000000,3466916.6096491227,cacherate-20,big,1325024.6710526317,4.768666666666667,3,0.2659602156534671
