frequency,power,task,island,voltage,time,howmany,time_rel
200000,276093.03289473685,gzip-9,big,912519.1885964912,22.59555555555556,3,0.6519515909273064
300000,406096.3421052632,gzip-9,big,911447.3684210526,14.962222222222222,3,0.4317063396649835
400000,534231.3881578947,gzip-9,big,910507.1271929824,11.18277777777778,3,0.3226576901498758
500000,647388.149122807,gzip-9,big,901091.0087719298,8.939444444444444,3,0.2579305922898132
600000,773531.0328947369,gzip-9,big,902214.9122807018,7.448888888888888,3,0.2149234591648633
700000,896696.2653508772,gzip-9,big,902442.4342105264,6.382777777777778,3,0.1841628596617777
800000,1056806.7763157894,gzip-9,big,916137.6096491228,5.592222222222222,3,0.1613528893163421
900000,1252445.660087719,gzip-9,big,941389.802631579,4.972777777777779,3,0.1434800032058989
1000000,1470519.4276315789,gzip-9,big,967453.399122807,4.478333333333334,3,0.1292137533060832
1100000,1713618.644736842,gzip-9,big,993618.4210526316,4.076111111111112,3,0.1176083994549972
1200000,1979343.074561404,gzip-9,big,1020211.0745614036,3.7422222222222223,3,0.1079746733990542
1300000,2258855.3771929825,gzip-9,big,1046285.6359649122,3.458333333333334,3,0.0997836018273623
1400000,2565631.3421052634,gzip-9,big,1072675.4385964912,3.219444444444444,3,0.0928909192914963
1500000,2904126.2346491227,gzip-9,big,1099553.179824561,3.01,3,0.0868477999519115
1600000,3355440.864035088,gzip-9,big,1138626.644736842,2.8222222222222224,3,0.0814298308888354
1700000,3869847.7763157897,gzip-9,big,1177957.785087719,2.481333333333333,3,0.0715941332050973
1800000,4447323.682017544,gzip-9,big,1217924.8903508773,2.524,3,0.0728251983649915
1900000,5268620.291666667,gzip-9,big,1270734.649122807,2.3920000000000003,3,0.0690165905265689
2000000,6125919.572368421,gzip-9,big,1317974.2324561405,2.4133333333333336,3,0.069632123106516
