frequency,power,task,island,voltage,time,howmany,time_rel
200000,222189.05263157896,cacherate-40,big,913645.8333333334,10.280555555555557,3,1.2720835911184438
300000,309615.850877193,cacherate-40,big,912354.7149122808,7.485555555555556,3,0.926239087096996
400000,388876.0921052632,cacherate-40,big,912497.2587719298,6.236666666666667,3,0.7717055062899567
500000,456010.975877193,cacherate-40,big,911266.447368421,5.575000000000001,3,0.689832955248505
600000,523032.5526315789,cacherate-40,big,911129.3859649122,5.175555555555556,3,0.6404069567608442
700000,580617.951754386,cacherate-40,big,907612.3903508772,4.944444444444445,3,0.6118099951880113
800000,649796.3333333334,cacherate-40,big,913859.649122807,4.758888888888889,3,0.5888499346944388
900000,751187.0109649122,cacherate-40,big,939668.3114035088,4.637777777777777,3,0.5738640269471368
1000000,861095.0614035088,cacherate-40,big,964555.9210526316,4.533888888888889,3,0.5610091427785797
1100000,982112.8574561405,cacherate-40,big,990000.0,4.478888888888889,3,0.5542036158658142
1200000,1110530.1030701755,cacherate-40,big,1016132.1271929824,4.435,3,0.5487729428748195
1300000,1248902.929824561,cacherate-40,big,1041392.5438596492,4.389444444444446,3,0.5431360417955594
1400000,1388582.629385965,cacherate-40,big,1067286.1842105263,4.385555555555555,3,0.5426548429229394
1500000,1551556.7390350876,cacherate-40,big,1093281.25,4.356111111111112,3,0.5390114800302468
1600000,1779978.8157894737,cacherate-40,big,1131348.6842105263,4.338333333333334,3,0.5368117137554135
1700000,2032599.3442982456,cacherate-40,big,1170068.5307017544,4.238666666666668,3,0.5244792740771295
1800000,2296929.4692982454,cacherate-40,big,1208725.3289473683,4.250666666666667,3,0.5259641163126417
1900000,2683429.4210526315,cacherate-40,big,1260038.3771929825,4.237999999999999,3,0.5243967828418229
2000000,3236849.2302631577,cacherate-40,big,1324109.100877193,4.2366666666666655,3,0.5242318003712104
