frequency,power,task,island,voltage,time,howmany,time_rel
200000,273631.0899122807,gzip-1,big,912563.048245614,21.76888888888889,3,0.6859943977591036
300000,397993.1228070175,gzip-1,big,911603.6184210526,14.382222222222222,3,0.4532212885154061
400000,519047.10307017545,gzip-1,big,910646.9298245612,10.753333333333334,3,0.3388655462184874
500000,641169.0679824562,gzip-1,big,903574.5614035088,8.594444444444445,3,0.2708333333333333
600000,752865.7192982456,gzip-1,big,901921.600877193,7.1594444444444445,3,0.2256127450980392
700000,883383.6228070175,gzip-1,big,902527.4122807018,6.137777777777777,3,0.1934173669467787
800000,1022681.120614035,gzip-1,big,916118.4210526316,5.375555555555555,3,0.1693977591036414
900000,1225922.8421052631,gzip-1,big,941288.3771929824,4.781666666666667,3,0.1506827731092437
1000000,1433614.855263158,gzip-1,big,967327.302631579,4.305,3,0.1356617647058823
1100000,1684817.548245614,gzip-1,big,993615.6798245612,3.926111111111111,3,0.1237219887955182
1200000,1941895.0416666667,gzip-1,big,1019958.8815789474,3.594444444444445,3,0.1132703081232493
1300000,2182105.0877192984,gzip-1,big,1045940.2412280702,3.325555555555556,3,0.104796918767507
1400000,2520094.1754385964,gzip-1,big,1072439.6929824562,3.092222222222222,3,0.0974439775910364
1500000,2854451.208333333,gzip-1,big,1098810.3070175438,2.8916666666666666,3,0.0911239495798319
1600000,3229819.585526316,gzip-1,big,1137664.4736842106,2.716111111111111,3,0.0855917366946778
1700000,3805442.236842105,gzip-1,big,1177478.070175439,2.556666666666666,3,0.0805672268907563
1800000,4326470.256578947,gzip-1,big,1217269.7368421052,2.424,3,0.0763865546218487
1900000,5175875.390350877,gzip-1,big,1270463.2675438595,2.304,3,0.0726050420168067
2000000,6130200.324561403,gzip-1,big,1323379.9342105263,5.092666666666668,3,0.1604831932773109
