,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,6.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,8.435,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,25638.157894736843,25451.754385964912,25721.491228070176,23030.701754385966,255.0,23589.912280701756,258124.8245614035,913654.0570175438,235221.64254385966,48504.0,1021244.5175438597,49007.78947368421,10771.850877192983,918547.149122807,9488.28947368421,23895.68201754386,1215010.9649122807,28547.41447368421
std,0.017606816861659342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.06121844686265,498.21350401722015,448.7574688592381,246.15806339167432,0.0,492.3895458027982,12063.144059941913,353.1335224160155,10997.036216784183,172.63842670050713,165.6574902838412,6.3612476268995,2056.104825789919,461.3913355565981,1856.0527605881134,2217.4288054988688,116.68663245941056,2677.2548810607627
min,8.42,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,25000.0,25000.0,25000.0,22000.0,255.0,23000.0,108778.0,912500.0,98604.0,48184.0,1020000.0,48960.0,10004.0,917500.0,9170.0,23023.0,1215000.0,27945.0
25%,8.43,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,25000.0,25000.0,25000.0,23000.0,255.0,23000.0,257286.0,913750.0,234641.0,48488.0,1021250.0,49008.0,10248.0,918750.0,9180.0,23205.0,1215000.0,27945.0
50%,8.43,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,26000.0,25000.0,26000.0,23000.0,255.0,24000.0,259478.0,913750.0,236467.0,48488.0,1021250.0,49008.0,10492.0,918750.0,9180.0,23478.0,1215000.0,27945.0
75%,8.43,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,26000.0,26000.0,26000.0,23000.0,255.0,24000.0,260848.0,913750.0,237380.0,48488.0,1021250.0,49008.0,10492.0,918750.0,9180.0,23478.0,1215000.0,27945.0
max,8.47,200000.0,200000.0,200000.0,200000.0,500000.0,500000.0,500000.0,500000.0,-1.0,-1.0,-1.0,-1.0,26000.0,26000.0,26000.0,24000.0,255.0,24000.0,278384.0,915000.0,253814.0,48792.0,1022500.0,49056.0,24522.0,918750.0,22032.0,42224.0,1216250.0,51072.0
