howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,time
0,cpu,cacherate-20,399999,1610000.0,1623000.0,1623000.0,1660000.0,1618454.0,1585000.0,2.0034120385,2.0034619955,2.0035211985,2.003916436,2.00348368042,2.003342978,,
1,cpu,cacherate-20,399999,1761000.0,1773000.0,1773000.0,1786000.0,1765183.0,1660000.0,6.124517695675,6.12459559345,6.12470996865,6.756566737,6.25088966499,6.12401009,0.7715127965859749,
2,cpu,cacherate-20,399999,1923000.0,1935000.0,1935000.0,1948000.0,1919892.0,1698000.0,6.114980466175,6.1195936692,6.28664488065,6.865824944,6.292112828855,6.1133296578,0.7766007440849906,
3,cpu,cacherate-20,399999,2048000.0,2060000.0,2073000.0,2085000.0,2050062.937062937,1811000.0,6.1072808084,6.112282743250001,6.114662923,6.857114454,6.209710953449999,6.1044798825,0.7664303355919871,
4,cpu,cacherate-20,399999,2148000.0,2160000.0,2161000.0,2186000.0,2143268.537074148,1861000.0,6.10648408705,6.93609326,7.067067467575,7.551603345,6.650626321236666,6.1008047524,0.8208500848900847,
