[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   8449       tick          5994        532543      14455387 
      2   8449       tick          1962        714098      19135030 
      3   8449       tick          2066        704451      19102320 
      4   8449       tick          1909        708418      19114351 
      5   8449       tick          2147        708284      19090462 
      6   8449       tick          1962        707214      19109810 
      7   8449       tick          1690        709567      19112073 
      8   8449       tick          2071        709907      19084349 
      9   8449       tick          1830        705783      19126787 
     10   8449       tick          1992        714464      19096940 
     11   8449       tick          2029        709028      19066919 
     12   8449       tick          2069        704754      19119419 
     13   8449       tick          1793        708739      19100387 
     14   8449       tick          1825        708316      19117964 
     15   8449       tick          1664        706707      19115678 
     16   8449       tick          2051        706826      19095456 
     17   8449       tick          1740        711980      19141340 
     18   8449       tick          1821        707102      19115799 
     19   8449       tick          1974        707637      19081284 
     20   8449       tick          1696        705555      19124818 
     21   8449       tick          2043        707883      19079145 
     22   8449       tick          1900        708451      19095050 
     23   8449       tick          1747        710874      19081556 
     24   8449       tick          1824        712028      19100472 
     25   8449       tick          1751        711596      19108118 
     26   8449       tick          1700        710820      19078778 
     27   8449       tick          1704        707691      19115419 
     28   8449       tick          2055        709668      19096079 
     29   8449       tick          1853        705929      19100417 
     30   8449       tick          2255        707402      19050858 
     31   8449       tick          1829        707793      19087481 
     32   8449       tick          1958        712851      19118993 
     33   8449       tick          2160        706041      19061317 
     34   8449       tick          1810        707728      19111459 
     35   8449       tick          1804        707461      19101743 
     36   8449       tick          1860        705393      19110281 
     37   8449       tick          1746        711444      19084041 
     38   8449       tick          2137        705047      19066516 
     39   8449       tick          1798        708764      19118403 
     40   8449       tick          1693        706389      19095496 
     41   8449       tick          1678        706783      19099219 
     42   8449       tick          1906        706534      19090826 
     43   8449       tick          1656        708544      19079499 
     44   8449       tick          1775        706638      19113765 
     45   8449       tick          1727        706872      19085452 
     46   8449       tick          1554        711769      19133616 
     47   8449       tick          1765        711378      19092070 
     48   8449       tick          1500        705583      19107052 
     49   8449       tick          1826        707499      19127575 
     50   8449       exit          1594        398634      10723198 
