[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   9918       tick       1175004          2396       2598395 
      2   9918       tick       2096842            13       4191219 
      3   9918       tick       2101441            12       4200067 
      4   9918       tick       2099643            10       4196519 
      5   9918       tick       2098847             8       4194942 
      6   9918       tick       2109670            20       4216542 
      7   9918       tick       2110166            11       4217477 
      8   9918       tick       2103599             8       4204406 
      9   9918       tick       2101936             8       4201094 
     10   9918       tick       2100535             8       4198291 
     11   9918       tick       2102628            10       4202524 
     12   9918       tick       2105160            10       4207497 
     13   9918       tick       2111026            10       4219178 
     14   9918       tick       2104886            10       4206887 
     15   9918       tick       2108814             9       4214677 
     16   9918       tick       2102102            11       4201394 
     17   9918       tick       2100969             9       4199237 
     18   9918       tick       2101987             8       4201157 
     19   9918       tick       2102482             9       4202244 
     20   9918       tick       2101859             8       4200982 
     21   9918       tick       2101249             8       4199728 
     22   9918       exit        694324            97       1387606 
