,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.98127721046,100000.0,399999.0,399999.0,399999.0,399999.0,27.720402997,1754619.0,1727829.6
std,0.24835600637472852,0.0,0.0,0.0,0.0,0.0,0.6339151752387246,12202.653143630027,10119.905307829686
min,11.1000956619,100000.0,399999.0,399999.0,399999.0,399999.0,25.972403,1648000.0,1618538.0
25%,12.005258257000001,100000.0,399999.0,399999.0,399999.0,399999.0,27.262474,1748000.0,1721962.75
50%,12.012567382,100000.0,399999.0,399999.0,399999.0,399999.0,27.713222,1760000.0,1727711.0
75%,12.099058654,100000.0,399999.0,399999.0,399999.0,399999.0,28.16397,1760000.0,1734078.25
max,12.116826459,100000.0,399999.0,399999.0,399999.0,399999.0,29.407412,1773000.0,1753453.0
