,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
mean,2.92,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,45207.70741482966,0.0,0.0,0.0,3630508.0160320643,723318.6372745491,5017953.9078156315,45204.77955911824
std,0.007071067811865481,0.0,0.0,0.0,0.0,0.0,619.5917756640592,0.0,0.0,0.0,34787.064484346156,6936.354401545882,2885.9775395166926,618.8727315665442
min,2.91,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,42842.0,0.0,0.0,0.0,3103000.0,618000.0,5010000.0,42842.0
25%,2.92,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,44790.0,0.0,0.0,0.0,3629000.0,723000.0,5019000.0,44790.0
50%,2.92,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,45277.0,0.0,0.0,0.0,3633000.0,724000.0,5019000.0,45277.0
75%,2.92,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,45764.0,0.0,0.0,0.0,3637000.0,724000.0,5019000.0,45764.0
max,2.93,100000.0,1500000.0,1500000.0,1500000.0,1500000.0,46738.0,0.0,0.0,0.0,3721000.0,741000.0,5019000.0,46738.0
