[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1    876       tick          7339       1256965      33945805 
      2    876       tick          3850       1481374      40022291 
      3    876       tick          3482       1487094      40022452 
      4    876       tick          3648       1482305      39965190 
      5    876       tick          3899       1487376      39988426 
      6    876       tick          4512       1483794      39922999 
      7    876       tick          3692       1482330      39976333 
      8    876       tick          3385       1483394      40056345 
      9    876       tick          3569       1487035      40019299 
     10    876       tick          3739       1479462      39982219 
     11    876       tick          3442       1481962      40017213 
     12    876       tick          3343       1485442      40070940 
     13    876       tick          3687       1477064      39973931 
     14    876       tick          3673       1484801      40036052 
     15    876       tick          3740       1485584      40015004 
     16    876       tick          3389       1480000      39999334 
     17    876       tick          3507       1480383      40059090 
     18    876       tick          3515       1484437      40044730 
     19    876       tick          3267       1484697      40008212 
     20    876       tick          3360       1486669      40083660 
     21    876       tick          3643       1483169      39995565 
     22    876       tick          3687       1475447      39995977 
     23    876       tick          3555       1484451      40022370 
     24    876       exit          2806       1033320      27893835 
