,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,18.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,14.959999999999999,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,23964.912280701756,24769.736842105263,25901.315789473683,23655.701754385966,255.0,22063.59649122807,445324.50877192983,911381.5789473684,405187.8640350877,48417.666666666664,1021576.2061403509,49020.52631578947,11209.953947368422,918081.1403508772,9635.34649122807,28410.359649122805,1215071.2719298245,34067.09649122807
std,0.024494897427831983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.08247034782806,421.46361521176226,298.56510518789514,519.8164837595324,0.0,341.79777375153805,19355.589798398778,392.8768594873561,17632.08685607447,169.43488057238613,549.5539382436781,21.102871228557238,2190.1058923834066,624.1439095423248,2033.4114783091811,2633.824022681876,290.16350934496995,3172.8520077678463
min,14.93,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,23000.0,24000.0,25000.0,22000.0,255.0,21000.0,117820.0,911250.0,106821.0,48032.0,1021250.0,49008.0,10248.0,917500.0,9170.0,25480.0,1215000.0,30375.0
25%,14.942499999999999,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,26000.0,23000.0,255.0,22000.0,446620.0,911250.0,406306.0,48184.0,1021250.0,49008.0,10736.0,917500.0,9170.0,27027.0,1215000.0,32805.0
50%,14.95,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,26000.0,24000.0,255.0,22000.0,447442.0,911250.0,407217.0,48488.0,1021250.0,49008.0,10736.0,917500.0,9180.0,27755.0,1215000.0,32805.0
75%,14.967500000000001,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,24000.0,25000.0,26000.0,24000.0,255.0,22000.0,447990.0,911250.0,407217.0,48488.0,1022500.0,49056.0,10980.0,918750.0,9180.0,28756.0,1215000.0,34048.0
max,15.01,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,-1.0,-1.0,-1.0,-1.0,25000.0,25000.0,26000.0,24000.0,255.0,23000.0,459224.0,913750.0,418149.0,48792.0,1022500.0,49056.0,25498.0,918750.0,22925.0,48776.0,1216250.0,58368.0
