howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,time
0,cpu,hash,299999,1598000.0,1610000.0,1623000.0,1648000.0,1611400.0,1585000.0,2.00442389375,2.004480607,2.004538683,2.004999694,2.00451261902,2.004335908,,
1,cpu,hash,299999,1648000.0,1648000.0,1660000.0,1686000.0,1649290.0,1635000.0,11.154732185,11.1566060833,11.442640326,11.446858218,11.27105223552,11.1544243653,1.0,
2,cpu,hash,299999,1685000.0,1698000.0,1698000.0,1748000.0,1694260.7392607392,1673000.0,11.156499194625,11.1657776642,11.282070717325,11.43006675,11.21846635133,11.1431500868,0.9953344299102546,
3,cpu,hash,299999,1710000.0,1723000.0,1735000.0,1761000.0,1721634.0,1698000.0,11.1617421995,11.1686054633,11.327097412,11.435229297,11.252010035786666,11.1542942163,0.9983105215613036,
4,cpu,hash,299999,1735000.0,1748000.0,1748000.0,1761000.0,1745209.62888666,1735000.0,11.167191522675,11.333086395,11.3956610175,12.365353332,11.417111777920589,11.1006178951,1.0129588204675597,
