[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  30901       tick         15605        264334       7639935 
      2  30901       tick           424          6454       1804011 
      3  30901       tick           392          6318       1803662 
      4  30901       tick           315          6367       1804094 
      5  30901       tick           381          6574       1802896 
      6  30901       tick           513          6200       1795447 
      7  30901       tick           339          6047       1804584 
      8  30901       tick           348          5893       1805099 
      9  30901       tick           336          6195       1805575 
     10  30901       tick           317          6143       1805513 
     11  30901       tick           320          5852       1805116 
     12  30901       tick           314          5994       1805735 
     13  30901       tick           355          5858       1801366 
     14  30901       tick           264          6016       1805671 
     15  30901       tick           320          5710       1804514 
     16  30901       tick           378          5800       1805956 
     17  30901       tick           367          5778       1804963 
     18  30901       tick           368          6014       1802476 
     19  30901       tick           299          5802       1806158 
     20  30901       tick           333          6075       1806444 
     21  30901       tick           404          6063       1805251 
     22  30901       tick           275          6205       1805917 
     23  30901       tick           379          5941       1804303 
     24  30901       tick           367          6053       1803553 
     25  30901       tick           342          6069       1804173 
     26  30901       tick           355          6107       1805059 
     27  30901       tick           386          6102       1802891 
     28  30901       tick           367          6091       1805110 
     29  30901       exit          2370          3986        685542 
