[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1    429       tick         14985        189303       7574488 
      2    429       tick           324          4936       1686465 
      3    429       tick           345          4925       1683544 
      4    429       tick           331          5064       1682552 
      5    429       tick           360          5009       1682888 
      6    429       tick           347          5011       1682222 
      7    429       tick           295          4836       1682940 
      8    429       tick           307          4928       1681888 
      9    429       tick           337          4836       1683307 
     10    429       tick           334          4879       1683177 
     11    429       tick           306          4926       1682446 
     12    429       tick           327          4860       1683777 
     13    429       tick           349          4868       1683349 
     14    429       tick           482          4917       1681105 
     15    429       tick           321          5007       1683530 
     16    429       tick           268          4874       1682416 
     17    429       tick           322          4946       1683136 
     18    429       tick           321          5032       1678372 
     19    429       tick           342          4872       1682049 
     20    429       tick           344          4899       1683071 
     21    429       tick           334          4847       1682184 
     22    429       tick           287          4966       1683379 
     23    429       tick           260          4924       1683032 
     24    429       tick           362          5144       1680699 
     25    429       tick           326          4973       1683132 
     26    429       tick           377          4768       1682946 
     27    429       tick           244          5039       1683118 
     28    429       tick           320          4938       1682628 
     29    429       tick           359          4914       1682074 
     30    429       tick           336          4932       1682138 
     31    429       exit          2505          3622        589152 
