,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.2082420356000005,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.643837379,2191643.0,2169480.204
std,0.012150428605185134,0.0,0.0,0.0,0.0,0.0,0.0,0.5908313083985677,38815.772763339584,40866.49728801056
min,2.17988746,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.728765,1898000.0,1908761.0
25%,2.205371627,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.251982,2198000.0,2172115.0
50%,2.2076689844999997,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.6483295,2198000.0,2180961.5
75%,2.21307004875,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.029134,2211000.0,2188440.75
max,2.224274803,9.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.474635,2248000.0,2228081.0
