[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   1709       tick         15609        588593       4274516 
      2   1709       tick          1137         47835        535747 
      3   1709       tick           885          6195        227756 
      4   1709       tick           829          6253        228456 
      5   1709       tick           817          6275        228408 
      6   1709       tick           914          6230        228626 
      7   1709       tick           865          6174        227940 
      8   1709       tick           823          6264        227546 
      9   1709       tick           739          6189        228689 
     10   1709       tick           802          6236        228652 
     11   1709       tick           837          6269        228379 
     12   1709       tick           879          6253        227853 
     13   1709       tick          1036          6107        227846 
     14   1709       tick           848          6205        228600 
     15   1709       tick           683          6238        228905 
     16   1709       tick           869          6249        228308 
     17   1709       tick           893          6214        228410 
     18   1709       tick           799          6216        228252 
     19   1709       tick           764          6277        228728 
     20   1709       tick           707          6237        228742 
     21   1709       tick           819          6151        228684 
     22   1709       tick           839          6257        228655 
     23   1709       tick           770          6158        228625 
     24   1709       tick           991          6203        227730 
     25   1709       tick           810          6240        228831 
     26   1709       tick           772          6228        228342 
     27   1709       tick           794          6213        228541 
     28   1709       tick           990          6291        227820 
     29   1709       tick           687          6212        228929 
     30   1709       tick           852          6228        228611 
     31   1709       tick           812          6187        228730 
     32   1709       tick           841          6213        228178 
     33   1709       tick           651          6157        228890 
     34   1709       tick           811          6230        228139 
     35   1709       tick           678          6205        228921 
     36   1709       tick           849          6148        228340 
     37   1709       tick           838          6176        228107 
     38   1709       tick           882          6232        227946 
     39   1709       tick           709          6119        228511 
     40   1709       tick           762          6186        228540 
     41   1709       tick           706          6248        228767 
     42   1709       tick           778          6327        228762 
     43   1709       tick           774          6273        228657 
     44   1709       tick           780          6328        227870 
     45   1709       tick           741          6320        228769 
     46   1709       tick           865          6318        228455 
     47   1709       tick           830          6300        228647 
     48   1709       tick           969          6309        227289 
     49   1709       tick           822          6278        228759 
     50   1709       tick           866          6293        228378 
     51   1709       tick           723          6340        228739 
     52   1709       tick           761          6318        228267 
     53   1709       tick           806          6329        228703 
     54   1709       tick           825          6372        228021 
     55   1709       tick           732          6377        228874 
     56   1709       tick           826          6373        228370 
     57   1709       tick           714          6321        228663 
     58   1709       tick           848          6445        227548 
     59   1709       tick           748          6376        228806 
     60   1709       tick           641          6395        228558 
     61   1709       tick           830          6360        228514 
     62   1709       tick           831          6369        228668 
     63   1709       tick           684          6369        228801 
     64   1709       tick           940          6348        227978 
     65   1709       tick           788          6274        228373 
     66   1709       tick           852          6263        228646 
     67   1709       tick           807          6320        228184 
     68   1709       tick           811          6301        228033 
     69   1709       tick           793          6289        228629 
     70   1709       tick           954          6298        228369 
     71   1709       exit          2039         10580        124432 
