UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
100000,,,,,,,,,,,,
,900000,900000,900000,900000,40407,0,0,0,3385000,675000,5019000,40407
,900000,900000,900000,900000,38946,0,0,0,3385000,675000,5019000,38946
,900000,900000,900000,900000,39433,0,0,0,3385000,675000,5019000,39433
,900000,900000,900000,900000,39433,0,0,0,3591000,715000,5019000,39433
,900000,900000,900000,900000,40894,0,0,0,3591000,715000,5019000,40894
,900000,900000,900000,900000,39920,0,0,0,3591000,715000,5019000,39920
,900000,900000,900000,900000,39920,0,0,0,3549000,706000,5019000,39920
,900000,900000,900000,900000,40407,0,0,0,3549000,706000,5019000,40407
,900000,900000,900000,900000,39920,0,0,0,3553000,707000,5019000,39920
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,39920,0,0,0,3553000,707000,5019000,39920
,900000,900000,900000,900000,39920,0,0,0,3553000,707000,5019000,39920
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,40407,0,0,0,3557000,708000,5019000,40407
,900000,900000,900000,900000,39920,0,0,0,3557000,708000,5019000,39920
,900000,900000,900000,900000,39920,0,0,0,3549000,706000,5019000,39920
,900000,900000,900000,900000,40894,0,0,0,3549000,706000,5019000,40894
,900000,900000,900000,900000,40407,0,0,0,3549000,706000,5019000,40407
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,40407,0,0,0,3557000,708000,5019000,40407
,900000,900000,900000,900000,40407,0,0,0,3557000,708000,5019000,40407
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,39920,0,0,0,3557000,708000,5010000,39920
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3557000,709000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3557000,709000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3557000,709000,5019000,41868
,900000,900000,900000,900000,40407,0,0,0,3549000,707000,5019000,40407
,900000,900000,900000,900000,40894,0,0,0,3549000,707000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3549000,707000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3549000,706000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3557000,708000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3572000,711000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3572000,711000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3572000,711000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3584000,714000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3584000,714000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5010000,41381
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5010000,41381
,900000,900000,900000,900000,41381,0,0,0,3553000,709000,5010000,41381
,900000,900000,900000,900000,40894,0,0,0,3553000,709000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3553000,709000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3549000,708000,5010000,40894
,900000,900000,900000,900000,40894,0,0,0,3549000,708000,5019000,40894
,900000,900000,900000,900000,40894,0,0,0,3549000,708000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3549000,708000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3549000,708000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3553000,708000,5010000,41868
,900000,900000,900000,900000,41381,0,0,0,3553000,708000,5019000,41381
,900000,900000,900000,900000,40407,0,0,0,3553000,708000,5019000,40407
,900000,900000,900000,900000,41381,0,0,0,3557000,709000,5019000,41381
,900000,900000,900000,900000,42355,0,0,0,3557000,709000,5019000,42355
,900000,900000,900000,900000,41868,0,0,0,3557000,709000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,42355,0,0,0,3553000,707000,5019000,42355
,900000,900000,900000,900000,40894,0,0,0,3549000,706000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3549000,706000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5010000,41381
,900000,900000,900000,900000,41381,0,0,0,3553000,708000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,708000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3553000,708000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,42355,0,0,0,3557000,708000,5019000,42355
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3557000,708000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,42355,0,0,0,3553000,707000,5019000,42355
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,40407,0,0,0,3553000,707000,5019000,40407
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3549000,706000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3564000,710000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3564000,710000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3568000,710000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3568000,710000,5010000,41381
,900000,900000,900000,900000,41381,0,0,0,3568000,710000,5010000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,709000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3553000,709000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3553000,709000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3553000,707000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,40894,0,0,0,3557000,708000,5019000,40894
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5010000,41868
,900000,900000,900000,900000,41868,0,0,0,3549000,707000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3549000,707000,5019000,41868
,900000,900000,900000,900000,41381,0,0,0,3561000,709000,5010000,41381
,900000,900000,900000,900000,41381,0,0,0,3561000,709000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3561000,709000,5019000,41868
,900000,900000,900000,900000,42355,0,0,0,3553000,708000,5019000,42355
,900000,900000,900000,900000,41381,0,0,0,3553000,708000,5019000,41381
,900000,900000,900000,900000,41868,0,0,0,3553000,708000,5019000,41868
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5010000,41868
,900000,900000,900000,900000,40894,0,0,0,3553000,707000,5019000,40894
,900000,900000,900000,900000,41868,0,0,0,3553000,707000,5019000,41868
,900000,900000,900000,900000,40894,0,0,0,3553000,708000,5019000,40894
,900000,900000,900000,900000,42355,0,0,0,3553000,708000,5019000,42355
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,41381,0,0,0,3557000,708000,5019000,41381
,900000,900000,900000,900000,42355,0,0,0,3557000,708000,5019000,42355
,900000,900000,900000,900000,41868,0,0,0,3561000,709000,5019000,41868
,900000,900000,900000,900000,40407,0,0,0,3561000,709000,5019000,40407
,900000,900000,900000,900000,42355,0,0,0,3561000,709000,5019000,42355
