[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  20601       tick           603          9843         96147 
      2  20601       tick             0             0             0 
      3  20601       tick             0             0             0 
      4  20601       tick             0             0             0 
      5  20601       tick             0             0             0 
      6  20601       tick             0             0             0 
      7  20601       tick             0             0             0 
      8  20601       tick             0             0             0 
      9  20601       tick             0             0             0 
     10  20601       tick             0             0             0 
     11  20601       tick             0             0             0 
     12  20601       tick             0             0             0 
     13  20601       tick             0             0             0 
     14  20601       tick             0             0             0 
     15  20601       tick             0             0             0 
     16  20601       tick             0             0             0 
     17  20601       tick             0             0             0 
     18  20601       tick             0             0             0 
     19  20601       tick             0             0             0 
     20  20601       exit            52           171           600 
