howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,little,cacherate-20,300000,11016.0,11921.0,11934.0,15606.0,11662.326754385966,11004.0,2.0,2.0,2.0,2.01,2.0016666666666665,2.0,,917500.0,918750.0,918750.0,918750.0,918366.2280701754,917500.0,
1,little,cacherate-20,300000,34846.0,34846.0,34846.0,35763.0,34566.50219298246,11016.0,11.9725,11.98,11.9875,12.08,11.993333333333334,11.96,0.668897564603086,917500.0,917500.0,917500.0,918750.0,917502.7412280702,917500.0,
2,little,cacherate-20,300000,56854.0,56854.0,57771.0,58688.0,56783.10307017544,15606.0,11.96,11.985,12.0075,12.06,11.991666666666667,11.95,0.6688046105224018,917500.0,917500.0,917500.0,918750.0,917491.7763157894,916250.0,
3,little,cacherate-20,300000,76111.0,76944.0,77028.0,78862.0,76015.42763157895,24759.0,12.065,12.1,12.1825,12.34,12.131666666666668,12.04,0.6766127532998698,916250.0,917500.0,917500.0,917500.0,916973.6842105264,916250.0,
4,little,cacherate-20,300000,97096.0,97096.0,98012.0,98928.0,96602.8399122807,40348.0,12.24,12.26,12.29,12.5,12.276666666666666,12.19,0.68469975831939,916250.0,916250.0,916250.0,917500.0,916340.4605263158,916250.0,
