[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   4353       tick       1344533          2185       2944014 
      2   4353       tick       2104040            17       4205602 
      3   4353       tick       2108152            15       4213770 
      4   4353       tick       2111144            11       4219634 
      5   4353       tick       2105750             9       4208977 
      6   4353       tick       2104129            11       4205766 
      7   4353       tick       2104114             9       4205660 
      8   4353       tick       2103800             9       4205090 
      9   4353       tick       2106377            11       4210261 
     10   4353       tick       2104482             8       4206658 
     11   4353       tick       2105670             8       4208864 
     12   4353       tick       2102544            10       4202583 
     13   4353       tick       2102259            12       4201927 
     14   4353       tick       2107054            14       4211787 
     15   4353       tick       2106141             9       4209847 
     16   4353       tick       2103784            10       4205170 
     17   4353       tick       2103973             8       4205520 
     18   4353       tick       2103977             9       4205486 
     19   4353       tick       2107076             9       4211685 
     20   4353       tick       2103753             8       4204911 
     21   4353       tick       2105102            10       4207740 
     22   4353       exit        480914            84        961103 
