,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,15.995536695564999,100000.0,299999.0,299999.0,299999.0,299999.0,27.750245615,1743032.0,1721001.939
std,0.8735186265497507,0.0,0.0,0.0,0.0,0.0,0.5914043794024636,8983.18839130482,6730.807849551686
min,15.100455535,100000.0,299999.0,299999.0,299999.0,299999.0,25.987946,1635000.0,1621728.0
25%,15.10229457295,100000.0,299999.0,299999.0,299999.0,299999.0,27.382932250000003,1735000.0,1719478.5
50%,16.0721507295,100000.0,299999.0,299999.0,299999.0,299999.0,27.728765,1748000.0,1721132.0
75%,16.433070298725,100000.0,299999.0,299999.0,299999.0,299999.0,28.148427,1748000.0,1723020.75
max,17.383858897,100000.0,299999.0,299999.0,299999.0,299999.0,29.625015,1785000.0,1773401.0
