[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  13730       tick        953542          2329       2149712 
      2  13730       tick       2067197            32       4131773 
      3  13730       tick       2064444            23       4126124 
      4  13730       tick       2065383            31       4128118 
      5  13730       tick       2064476            23       4126452 
      6  13730       tick       2066757            25       4130823 
      7  13730       tick       2064749            25       4126856 
      8  13730       tick       2060009            20       4117250 
      9  13730       tick       2063115            22       4123506 
     10  13730       tick       2069313            29       4135935 
     11  13730       tick       2066420            22       4130124 
     12  13730       tick       2062169            29       4121980 
     13  13730       tick       2063838            28       4125034 
     14  13730       tick       2066832            25       4131030 
     15  13730       tick       2062138            27       4121698 
     16  13730       tick       2066437            21       4130188 
     17  13730       tick       2066814            25       4130991 
     18  13730       tick       2068248            19       4133749 
     19  13730       tick       2071170            25       4139517 
     20  13730       tick       2066741            24       4130777 
     21  13730       tick       2065887            24       4129009 
     22  13730       exit       1671951           113       3341521 
