,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0
mean,15.519008969980002,100000.0,399999.0,399999.0,399999.0,399999.0,27.736481194699287,1819304.7910295618,1801575.6472986748
std,0.4579169121499973,0.0,0.0,0.0,0.0,0.0,0.575355066177396,5952.179114096517,3220.4920402940425
min,15.1570377185,100000.0,399999.0,399999.0,399999.0,399999.0,25.583827,1810000.0,1788972.0
25%,15.229648669825,100000.0,399999.0,399999.0,399999.0,399999.0,27.340189,1810000.0,1799469.0
50%,15.313453432500001,100000.0,399999.0,399999.0,399999.0,399999.0,27.713222,1823000.0,1801771.0
75%,15.595755860074998,100000.0,399999.0,399999.0,399999.0,399999.0,28.16397,1823000.0,1803708.0
max,16.341060143,100000.0,399999.0,399999.0,399999.0,399999.0,29.764902,1836000.0,1815733.0
