[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  32289       tick         15978        630764       4601932 
      2  32289       tick          1091          7044        250821 
      3  32289       tick           905          6986        251161 
      4  32289       tick           980          6984        251141 
      5  32289       tick          1055          6974        250744 
      6  32289       tick           925          7011        250367 
      7  32289       tick          1007          6979        250638 
      8  32289       tick           875          6952        250804 
      9  32289       tick          1109          6862        250389 
     10  32289       tick          1167          6933        250699 
     11  32289       tick          1106          6968        250282 
     12  32289       tick           954          6937        248565 
     13  32289       tick           962          7075        253128 
     14  32289       tick          1028          7015        251192 
     15  32289       tick           934          7023        251377 
     16  32289       tick           863          7056        250748 
     17  32289       tick          1035          6969        250859 
     18  32289       tick           910          6998        250859 
     19  32289       tick           937          7016        251080 
     20  32289       tick           975          6948        251014 
     21  32289       tick          1028          7016        250414 
     22  32289       tick          1090          7042        250984 
     23  32289       tick           906          7002        251044 
     24  32289       tick           939          6983        250807 
     25  32289       tick           889          7016        251218 
     26  32289       tick          1071          6952        250530 
     27  32289       tick           820          6992        251117 
     28  32289       tick          1131          7007        250532 
     29  32289       tick           927          7010        250993 
     30  32289       tick           921          7001        251327 
     31  32289       tick          1050          7036        250671 
     32  32289       tick           879          7069        251379 
     33  32289       tick          1004          7047        250803 
     34  32289       tick           925          7021        251067 
     35  32289       tick           884          7007        251387 
     36  32289       tick           993          6975        250682 
     37  32289       tick           992          7012        250808 
     38  32289       tick           971          7185        251259 
     39  32289       tick          1104          7144        250783 
     40  32289       tick           984          7116        251096 
     41  32289       tick          1063          7169        249174 
     42  32289       tick          1025          7074        251170 
     43  32289       tick          1011          7150        250842 
     44  32289       tick           983          7152        250691 
     45  32289       tick           900          7171        251396 
     46  32289       tick           941          7105        251248 
     47  32289       tick           952          7109        250583 
     48  32289       tick          1024          7104        250474 
     49  32289       tick          1134          7074        250685 
     50  32289       tick           836          7062        251383 
     51  32289       tick          1146          7086        249470 
     52  32289       tick          1090          7115        251139 
     53  32289       tick           937          7087        250839 
     54  32289       tick          1028          7059        250916 
     55  32289       tick           891          7029        251389 
     56  32289       tick          1017          7137        251385 
     57  32289       tick           952          7018        250498 
     58  32289       tick           908          7121        251366 
     59  32289       tick          1101          7035        251125 
     60  32289       tick           967          7086        251201 
     61  32289       tick           928          7073        250587 
     62  32289       tick           951          6995        250886 
     63  32289       tick           969          7108        251387 
     64  32289       exit          2620         15818        310426 
