[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  29643       tick          4566         18044        776321 
      2  29643       tick          1803          1398        731178 
      3  29643       tick          1782          1449        729172 
      4  29643       tick          1692          1436        732631 
      5  29643       tick          1604          1476        732181 
      6  29643       tick          1704          1461        729733 
      7  29643       tick          1687          1486        730210 
      8  29643       tick          1678          1439        731390 
      9  29643       tick          1802          1494        728628 
     10  29643       tick          1700          1464        731094 
     11  29643       tick          1700          1453        731680 
     12  29643       tick          1627          1457        732249 
     13  29643       tick          1798          1588        725321 
     14  29643       tick          1492          1466        732912 
     15  29643       tick          1520          1445        732630 
     16  29643       tick          1614          1441        732276 
     17  29643       tick          1897          1478        728160 
     18  29643       tick          1620          1474        731043 
     19  29643       tick          1442          1451        731994 
     20  29643       tick          1606          1514        729751 
     21  29643       tick          1645          1462        730999 
     22  29643       tick          1526          1447        732844 
     23  29643       tick          1846          1558        727030 
     24  29643       tick          1661          1417        732105 
     25  29643       tick          1743          1456        732487 
     26  29643       tick          1574          1430        732691 
     27  29643       tick          1638          1499        730855 
     28  29643       tick          1842          1467        728483 
     29  29643       tick          1645          1450        731824 
     30  29643       tick          1766          1457        731688 
     31  29643       tick          1613          1449        731620 
     32  29643       tick          1656          1461        732657 
     33  29643       tick          1813          1561        727957 
     34  29643       tick          1644          1456        732606 
     35  29643       tick          1700          1484        731756 
     36  29643       tick          1636          1444        732708 
     37  29643       tick          1563          1452        732725 
     38  29643       tick          1729          1463        730662 
     39  29643       tick          1647          1455        731889 
     40  29643       tick          1629          1467        731484 
     41  29643       tick          1702          1463        731450 
     42  29643       tick          1668          1442        732487 
     43  29643       tick          1811          1532        729299 
     44  29643       tick          1729          1451        731314 
     45  29643       tick          1766          1497        729699 
     46  29643       tick          1662          1449        732403 
     47  29643       tick          1766          1461        729673 
     48  29643       tick          1799          1484        728849 
     49  29643       tick          1691          1440        731784 
     50  29643       tick          1737          1469        730665 
     51  29643       tick          1670          1429        718240 
     52  29643       tick          1658          1505        744983 
     53  29643       tick          1826          1539        728670 
     54  29643       tick          1526          1447        732453 
     55  29643       tick          1628          1479        732725 
     56  29643       tick          1715          1499        730074 
     57  29643       tick          1583          1472        732572 
     58  29643       tick          1856          1462        730064 
     59  29643       tick          1680          1431        732266 
     60  29643       tick          1535          1434        731926 
     61  29643       tick          1737          1462        731569 
     62  29643       tick          1675          1466        731621 
     63  29643       tick          1790          1457        730863 
     64  29643       tick          1640          1449        731570 
     65  29643       tick          1579          1466        731127 
     66  29643       tick          1579          1474        732657 
     67  29643       tick          1764          1459        729913 
     68  29643       tick          1784          1497        728407 
     69  29643       exit          1781          1943        603020 
