[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  13021       tick          3293         10722        399929 
      2  13021       tick          1774        158549       4208175 
      3  13021       tick           358        155727       4183939 
      4  13021       tick           480        158031       4198034 
      5  13021       tick           420        154250       4177977 
      6  13021       tick           369        154370       4190180 
      7  13021       tick           339        159246       4205718 
      8  13021       tick           412        154071       4189512 
      9  13021       tick           372        153035       4196938 
     10  13021       tick           410        158713       4192493 
     11  13021       tick           380        153069       4172577 
     12  13021       tick           427        154522       4189299 
     13  13021       tick           305        157298       4198530 
     14  13021       tick           450        155816       4190130 
     15  13021       tick           461        152743       4181237 
     16  13021       tick           347        155898       4175847 
     17  13021       tick           311        157398       4220296 
     18  13021       tick           419        153172       4186173 
     19  13021       tick           411        152876       4165766 
     20  13021       tick           350        159339       4196554 
     21  13021       tick           408        153033       4185068 
     22  13021       tick           488        153132       4185068 
     23  13021       tick           345        158355       4216812 
     24  13021       tick           383        155806       4174065 
     25  13021       tick           390        154240       4182702 
     26  13021       tick           457        155444       4173840 
     27  13021       tick           424        157769       4212670 
     28  13021       tick           478        154123       4172282 
     29  13021       tick           361        155871       4170720 
     30  13021       tick           556        157207       4192898 
     31  13021       tick           518        153894       4176106 
     32  13021       tick           443        153741       4180835 
     33  13021       tick           407        159984       4201433 
     34  13021       tick           499        152609       4180885 
     35  13021       tick           391        154180       4193039 
     36  13021       tick           405        157634       4211451 
     37  13021       tick           434        155541       4168338 
     38  13021       tick           443        152896       4182021 
     39  13021       tick           425        153840       4116727 
     40  13021       tick           436        158377       4241517 
     41  13021       tick           399        153747       4182534 
     42  13021       tick           382        155474       4175832 
     43  13021       tick           355        158778       4212198 
     44  13021       tick           478        154601       4180762 
     45  13021       tick           419        153769       4176897 
     46  13021       tick           369        158765       4200735 
     47  13021       tick           437        153868       4178891 
     48  13021       tick           422        154238       4177431 
     49  13021       tick           407        158083       4187935 
     50  13021       tick           355        154487       4188800 
     51  13021       tick           335        152821       4190441 
     52  13021       tick           404        154381       4175228 
     53  13021       tick           334        157778       4218778 
     54  13021       tick           435        153773       4188395 
     55  13021       tick           416        155610       4169377 
     56  13021       tick           437        157876       4203572 
     57  13021       tick           553        153615       4171787 
     58  13021       tick           512        153998       4184053 
     59  13021       tick           424        159095       4185981 
     60  13021       tick           465        155113       4182537 
     61  13021       tick           466        154125       4191281 
     62  13021       tick           391        156429       4196295 
     63  13021       tick           517        155143       4198714 
     64  13021       tick           476        149363       4057684 
     65  13021       tick           419        159534       4289620 
     66  13021       tick           383        158626       4209278 
     67  13021       tick           486        153133       4182121 
     68  13021       tick           386        154000       4173607 
     69  13021       tick           363        157862       4211088 
     70  13021       tick           602        153407       4174359 
     71  13021       tick           395        154694       4183766 
     72  13021       tick           366        159079       4195441 
     73  13021       tick           388        154170       4175154 
     74  13021       tick           373        153396       4179680 
     75  13021       tick           685        154773       4179351 
     76  13021       tick           410        158183       4204455 
     77  13021       tick           371        153179       4185236 
     78  13021       tick           378        155371       4175270 
     79  13021       tick           459        157991       4199327 
     80  13021       tick           441        153121       4183192 
     81  13021       tick           408        154461       4173238 
     82  13021       tick           460        157974       4200503 
     83  13021       tick           374        152886       4186015 
     84  13021       tick           530        153950       4182147 
     85  13021       tick           572        157885       4210437 
     86  13021       tick           499        156557       4171877 
     87  13021       tick           392        154058       4185280 
     88  13021       tick           342        155305       4182275 
     89  13021       tick           324        157651       4194091 
     90  13021       tick           347        153135       4191795 
     91  13021       tick           433        152564       4162783 
     92  13021       tick           424        158784       4222926 
     93  13021       tick           334        154568       4191484 
     94  13021       tick           508        154269       4180947 
     95  13021       tick           509        157653       4210665 
     96  13021       tick           351        153852       4193969 
     97  13021       tick           529        153713       4174724 
     98  13021       tick           407        155011       4175796 
     99  13021       tick           759        157679       4162053 
    100  13021       tick           467        153199       4182061 
    101  13021       tick           469        154796       4171261 
    102  13021       tick           401        159539       4208184 
    103  13021       tick           437        153633       4193174 
    104  13021       tick           447        154817       4174603 
    105  13021       tick           346        159249       4199283 
    106  13021       tick           457        154536       4177575 
    107  13021       tick           467        155513       4159611 
    108  13021       tick           361        157250       4207086 
    109  13021       tick           461        153591       4183805 
    110  13021       tick           543        153570       4182399 
    111  13021       tick           359        155986       4199596 
    112  13021       tick           466        157772       4186225 
    113  13021       tick           404        146930       4031938 
    114  13021       tick           450        160216       4318285 
    115  13021       tick           333        159809       4212488 
    116  13021       tick           405        153401       4173054 
    117  13021       tick           477        154274       4175215 
    118  13021       tick           455        158925       4206639 
    119  13021       tick           435        154115       4170010 
    120  13021       tick           461        155932       4167719 
    121  13021       tick           322        157364       4219402 
    122  13021       tick           354        154228       4178644 
    123  13021       tick           458        153762       4175824 
    124  13021       tick           307        154547       4182385 
    125  13021       tick           375        157702       4197606 
    126  13021       tick           353        153659       4192141 
    127  13021       tick           336        154005       4182739 
    128  13021       tick           364        158561       4212048 
    129  13021       tick           401        153642       4181156 
    130  13021       tick           432        154068       4173742 
    131  13021       tick           379        159122       4200713 
    132  13021       tick           327        153602       4186585 
    133  13021       tick           472        154773       4168717 
    134  13021       tick           890        156925       4190181 
    135  13021       tick           413        155303       4170468 
    136  13021       tick           551        152999       4185950 
    137  13021       tick           396        153931       4171258 
    138  13021       tick           426        159441       4211134 
    139  13021       tick           411        152901       4168537 
    140  13021       tick           433        153021       4165670 
    141  13021       tick           363        158582       4205474 
    142  13021       tick           368        154686       4185416 
    143  13021       tick           298        154902       4174550 
    144  13021       tick           436        158829       4203968 
    145  13021       tick           507        153539       4187189 
    146  13021       tick           373        156640       4168963 
    147  13021       tick           357        155311       4213392 
    148  13021       tick           405        155144       4180766 
    149  13021       tick           562        152301       4165529 
    150  13021       tick           386        154106       4178786 
    151  13021       tick           378        159098       4213938 
    152  13021       tick           397        153829       4184698 
