,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.4156127038,4.75,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.170249371,2204811.0,2164379.134
std,0.43085748145618336,0.4442616583193193,0.0,0.0,0.0,0.0,0.0,0.616064961296429,52934.74630492118,52000.603846960206
min,3.1064155441,4.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.392065,1623000.0,1608932.0
25%,3.108249565675,4.75,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.744308,2210000.0,2167078.25
50%,3.1091803734,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.148427,2210000.0,2169081.5
75%,3.9369772567499997,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.58751775,2210000.0,2171301.0
max,4.020066954,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.137935,2236000.0,2210974.0
