howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,little,gzip-9,1300000,78464.0,78464.0,79690.0,87046.0,79200.67543859649,78464.0,2.0,2.0,2.0,2.0,2.0,2.0,,1226250.0,1226250.0,1226250.0,1226250.0,1226250.0,1226250.0,
1,little,gzip-9,1300000,254384.0,256830.0,258053.0,260499.0,250752.3201754386,79690.0,5.3225,5.33,5.375,5.4,5.346666666666668,5.31,0.1542678528492426,1223750.0,1223750.0,1223750.0,1226250.0,1223810.3070175438,1222500.0,
2,little,gzip-9,1300000,354858.0,367830.0,373860.0,384714.0,363115.5504385965,78464.0,5.7,5.715,5.82,5.92,5.754166666666667,5.68,0.1660254868958884,1206250.0,1206250.0,1206250.0,1226250.0,1206444.6271929825,1205000.0,
3,little,gzip-9,1300000,425365.0,433800.0,436210.0,450670.0,428572.9013157895,125969.0,6.702500000000001,6.72,6.7675,6.86,6.735,6.63,0.1943255590286126,1205000.0,1205000.0,1205000.0,1223750.0,1205137.0614035088,1205000.0,
4,little,gzip-9,1300000,474770.0,479590.0,483205.0,488025.0,477557.03289473685,158860.0,7.975,8.03,8.0625,8.13,8.014166666666666,7.83,0.2312334695840346,1205000.0,1205000.0,1205000.0,1222500.0,1204838.2675438595,1203750.0,
