[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  29983       tick          4313         17723        643722 
      2  29983       tick          1597          1096        595034 
      3  29983       tick          1456          1094        598324 
      4  29983       tick          1861          1066        600324 
      5  29983       tick          1732          1102        598457 
      6  29983       tick          1774          1118        598749 
      7  29983       tick          1750          1098        600168 
      8  29983       tick          1694          1073        601775 
      9  29983       tick          1794          1079        601963 
     10  29983       tick          1876          1108        601078 
     11  29983       tick          1902          1161        599361 
     12  29983       tick          1739          1110        599950 
     13  29983       tick          1730          1095        600582 
     14  29983       tick          1813          1124        599616 
     15  29983       tick          1653          1089        602047 
     16  29983       tick          1882          1151        598613 
     17  29983       tick          1498          1084        602262 
     18  29983       tick          1478          1088        601381 
     19  29983       tick          1370          1093        602591 
     20  29983       tick          1473          1087        602336 
     21  29983       tick          1686          1161        599429 
     22  29983       tick          1493          1132        598494 
     23  29983       tick          1329          1113        600406 
     24  29983       tick          1265          1104        602438 
     25  29983       tick          1358          1112        597780 
     26  29983       tick          1654          1219        600484 
     27  29983       tick          1809          1122        598536 
     28  29983       tick          1653          1133        598324 
     29  29983       tick          1589          1127        600194 
     30  29983       tick          1537          1104        602021 
     31  29983       tick          1789          1194        595129 
     32  29983       tick          1911          1124        597907 
     33  29983       tick          1562          1169        598920 
     34  29983       tick          1728          1127        598230 
     35  29983       tick          1672          1152        595740 
     36  29983       tick          1954          1238        593583 
     37  29983       tick          1662          1127        598287 
     38  29983       tick          1662          1131        599429 
     39  29983       tick          1556          1107        600664 
     40  29983       tick          1596          1106        601059 
     41  29983       tick          1791          1190        596889 
     42  29983       tick          1589          1126        599597 
     43  29983       tick          1771          1153        597049 
     44  29983       tick          1591          1129        598383 
     45  29983       tick          1687          1152        596913 
     46  29983       tick          1811          1173        590673 
     47  29983       tick          1653          1123        603016 
     48  29983       tick          1614          1120        599276 
     49  29983       tick          1751          1161        596309 
     50  29983       tick          1575          1117        599922 
     51  29983       tick          1687          1194        596853 
     52  29983       tick          1735          1174        596131 
     53  29983       tick          1787          1124        598842 
     54  29983       tick          1834          1139        594799 
     55  29983       tick          1596          1109        599258 
     56  29983       tick          1860          1168        594643 
     57  29983       tick          1854          1163        594065 
     58  29983       tick          1737          1189        595571 
     59  29983       tick          1838          1162        594966 
     60  29983       tick          1679          1133        596904 
     61  29983       tick          1913          1192        594779 
     62  29983       tick          1768          1157        594337 
     63  29983       tick          1775          1143        591022 
     64  29983       tick          1853          1182        598162 
     65  29983       tick          1601          1132        597185 
     66  29983       tick          1898          1208        593640 
     67  29983       tick          1752          1161        597414 
     68  29983       tick          1852          1152        594269 
     69  29983       tick          1848          1196        593232 
     70  29983       tick          1725          1153        597440 
     71  29983       tick          1916          1264        592280 
     72  29983       tick          1794          1153        593946 
     73  29983       tick          1795          1198        594116 
     74  29983       tick          1825          1154        594950 
     75  29983       tick          1744          1131        579810 
     76  29983       tick          1874          1226        609000 
     77  29983       tick          1887          1209        592231 
     78  29983       tick          1746          1124        597126 
     79  29983       tick          1834          1184        596659 
     80  29983       tick          1780          1137        594966 
     81  29983       tick          1880          1182        595323 
     82  29983       tick          1685          1146        594864 
     83  29983       tick          1582          1123        600942 
     84  29983       tick          1751          1182        594474 
     85  29983       exit           805           985        112355 
