[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   3978       tick        582004         13164       1702522 
      2   3978       tick       1370738            59       2738956 
      3   3978       tick       1369809            81       2737142 
      4   3978       tick       1367040            84       2731594 
      5   3978       tick       1362935           105       2723436 
      6   3978       tick       1370298            51       2738115 
      7   3978       tick       1368680            79       2734881 
      8   3978       tick       1370871            55       2739230 
      9   3978       tick       1368060           106       2733596 
     10   3978       tick       1366298           111       2730110 
     11   3978       tick       1355406           135       2708353 
     12   3978       tick       1354382           140       2706327 
     13   3978       tick       1369000           101       2735529 
     14   3978       tick       1362057           121       2721646 
     15   3978       tick       1355378           137       2708447 
     16   3978       tick       1371355            80       2740234 
     17   3978       tick       1371151            80       2739790 
     18   3978       tick       1367515            80       2732537 
     19   3978       tick       1367593           104       2732672 
     20   3978       tick       1371295            90       2740062 
     21   3978       tick       1367889           112       2733288 
     22   3978       tick       1370791            89       2739070 
     23   3978       tick       1371006            99       2739537 
     24   3978       tick       1367657           110       2732855 
     25   3978       tick       1367444            89       2732437 
     26   3978       tick       1368518            78       2734539 
     27   3978       tick       1373285            95       2744079 
     28   3978       tick       1369708           111       2736917 
     29   3978       tick       1368421            96       2734383 
     30   3978       tick       1369364           110       2736266 
     31   3978       tick       1369529           113       2736527 
     32   3978       tick       1372614            80       2742716 
     33   3978       exit        802010           140       1602461 
