[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26545       tick          2665         86457       1440635 
      2  26545       tick          1169         76520       1384438 
      3  26545       tick          1350         76546       1384665 
      4  26545       tick          1285         75021       1357318 
      5  26545       tick          1024         78052       1412177 
      6  26545       tick          1098         76595       1386010 
      7  26545       tick           953         76601       1386162 
      8  26545       tick          1162         76539       1384644 
      9  26545       tick          1110         76590       1385929 
     10  26545       tick          1255         76546       1385023 
     11  26545       tick          1069         76611       1386286 
     12  26545       tick           965         74306       1344557 
     13  26545       tick          1318         78701       1423951 
     14  26545       tick          1324         76576       1385736 
     15  26545       tick          1360         76601       1386159 
     16  26545       tick          1132         76634       1386609 
     17  26545       tick          1234         76614       1386314 
     18  26545       tick          1185         76525       1384481 
     19  26545       tick          1179         76619       1386356 
     20  26545       tick          1269         76583       1385630 
     21  26545       tick          1269         76563       1385245 
     22  26545       tick          1227         76605       1386074 
     23  26545       tick          1157         76637       1386754 
     24  26545       tick          1223         76593       1385910 
     25  26545       tick          1202         76593       1385991 
     26  26545       tick          1229         76629       1386372 
     27  26545       tick          1180         75980       1374869 
     28  26545       tick          1255         77151       1395870 
     29  26545       tick          1238         76594       1385846 
     30  26545       tick          1331         76538       1384871 
     31  26545       tick          1238         76575       1385392 
     32  26545       tick          1183         76619       1386455 
     33  26545       tick          1370         76363       1381426 
     34  26545       tick          1137         76576       1385687 
     35  26545       tick          1171         76668       1387129 
     36  26545       tick          1220         76640       1386621 
     37  26545       tick          1306         76568       1385398 
     38  26545       tick          1125         76615       1386232 
     39  26545       exit          1556         48476        874596 
