,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,5.0,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,8.404661774279997,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.288678503,1664595.0,1643801.978
std,0.23985965238662854,0.0,0.0,0.0,0.0,0.0,0.0,0.610976279079309,11910.618700883588,7877.031524321275
min,8.1451435662,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,29.314154,1648000.0,1625600.0
25%,8.1452439542,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,30.852914,1660000.0,1637917.0
50%,8.54488036,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.2958905,1661000.0,1643375.0
75%,8.548696091,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,31.676695,1673000.0,1648990.25
max,8.6393449,2.0,100000.0,399999.0,399999.0,399999.0,399999.0,33.464143,1710000.0,1693945.0
